2018;10;22;0;00;0;0;8.99;66
2018;10;22;1;00;0;0;7.99;69
2018;10;22;2;00;0;1;7.2;69
2018;10;22;3;00;0;1;6.71;68
2018;10;22;4;00;0;0;6.14;69
2018;10;22;5;00;0;0;5.39;72
2018;10;22;6;00;0;7744;4.7;75
2018;10;22;7;00;0;5852;4.01;78
2018;10;22;8;00;0;7642;3.29;82
2018;10;22;9;00;0;5315;3.82;80
2018;10;22;10;00;0;9162;4.96;74
2018;10;22;11;00;0;3517;6.88;69
2018;10;22;12;00;0;3179;8.97;62
2018;10;22;13;00;0;7269;10.8;53
2018;10;22;14;00;0;4326;13.18;49
2018;10;22;15;00;0;7519;14.64;47
2018;10;22;16;00;0;8362;16;44
2018;10;22;17;00;0;6124;16.42;44
2018;10;22;18;00;0;5285;15.64;48
2018;10;22;19;00;3.3;5059;13.42;56
2018;10;22;20;00;0;0;11.59;62
2018;10;22;21;00;0;1;10.4;67
2018;10;22;22;00;0;0;9.7;67
2018;10;22;23;00;0;1;9.12;68
2018;10;23;0;00;0;1;8.6;69
2018;10;23;1;00;0;0;8.19;71
2018;10;23;2;00;0;0;7.57;75
2018;10;23;3;00;0;1;7.25;79
2018;10;23;4;00;0;0;6.86;84
2018;10;23;5;00;1.8;0;6.48;88
2018;10;23;6;00;38;2254;6.07;91
2018;10;23;7;00;43;2042;5.95;92
2018;10;23;8;00;100;502;6.37;89
2018;10;23;9;00;100;420;6.56;92
2018;10;23;10;00;100;295;7.03;90
2018;10;23;11;00;100;897;8.4;83
2018;10;23;12;00;21.9;5166;10.46;74
2018;10;23;13;00;57;1446;12.2;65
2018;10;23;14;00;98;667;15.07;54
2018;10;23;15;00;41;2267;16.68;47
2018;10;23;16;00;100;264;17.37;40
2018;10;23;17;00;50;1629;16.7;44
2018;10;23;18;00;0;5676;15.32;48
2018;10;23;19;00;0;9561;13.74;53
2018;10;23;20;00;0;1;12.71;56
2018;10;23;21;00;100;0;12.76;55
2018;10;23;22;00;100;1;12.92;50
2018;10;23;23;00;100;1;13.22;46
2018;10;24;0;00;100;1;13.2;45
2018;10;24;1;00;100;0;12.95;46
2018;10;24;2;00;100;1;12.64;48
2018;10;24;3;00;100;0;12.6;51
2018;10;24;4;00;100;1;12.32;53
2018;10;24;5;00;0;1;11.55;56
2018;10;24;6;00;100;218;11.63;55
2018;10;24;7;00;100;407;11.31;56
2018;10;24;8;00;100;569;11.3;56
2018;10;24;9;00;100;492;11.55;59
2018;10;24;10;00;100;413;12.5;59
2018;10;24;11;00;100;375;13.56;60
2018;10;24;12;00;100;913;13.92;62
2018;10;24;13;00;100;916;14.66;62
2018;10;24;14;00;100;217;15.13;60
2018;10;24;15;00;3;3765;15.99;59
2018;10;24;16;00;3;3102;16.48;60
2018;10;24;17;00;0;9697;15.91;63
2018;10;24;18;00;0;7898;14.55;69
2018;10;24;19;00;0;6628;12.96;77
2018;10;24;20;00;0;0;12.07;82
