2018;03;18;0;00;100;0;4.04;78
2018;03;18;1;00;100;1;3.78;81
2018;03;18;2;00;100;1;2.91;86
2018;03;18;3;00;100;0;2.9;86
2018;03;18;4;00;100;0;2.48;87
2018;03;18;5;00;100;0;2.14;87
2018;03;18;6;00;100;1;0.75;95
2018;03;18;7;00;100;139;1.31;93
2018;03;18;8;00;100;406;0.75;91
2018;03;18;9;00;100;203;1.83;84
2018;03;18;10;00;100;719;3.33;74
2018;03;18;11;00;100;427;4.87;66
2018;03;18;12;00;100;438;6.54;61
2018;03;18;13;00;100;259;6.27;68
2018;03;18;14;00;6;8386;6.96;62
2018;03;18;15;00;18;4979;7.41;59
2018;03;18;16;00;61;968;8.06;56
2018;03;18;17;00;86;200;8.01;56
2018;03;18;18;00;70;462;7.68;57
2018;03;18;19;00;69;622;7.06;58
2018;03;18;20;00;61;252;5.97;64
2018;03;18;21;00;100;477;5.12;69
2018;03;18;22;00;68;1;4.84;70
2018;03;18;23;00;26;0;3.94;75
2018;03;19;0;00;56;1;3.35;78
2018;03;19;1;00;76;0;3.21;79
2018;03;19;2;00;89;1;3.62;80
2018;03;19;3;00;80;0;3.99;78
2018;03;19;4;00;100;1;3.97;76
2018;03;19;5;00;100;0;3.55;78
2018;03;19;6;00;100;0;3.16;79
2018;03;19;7;00;100;852;2.68;81
2018;03;19;8;00;100;148;2.51;82
2018;03;19;9;00;100;948;3.8;81
2018;03;19;10;00;100;499;5.33;71
2018;03;19;11;00;95;754;6.31;65
2018;03;19;12;00;100;346;7.35;60
2018;03;19;13;00;100;192;8.34;55
2018;03;19;14;00;100;872;9.17;55
2018;03;19;15;00;100;774;9.81;50
2018;03;19;16;00;100;684;10.1;48
2018;03;19;17;00;100;330;10.13;48
2018;03;19;18;00;100;711;9.86;48
2018;03;19;19;00;100;660;9.46;49
2018;03;19;20;00;100;762;9.2;51
2018;03;19;21;00;100;348;8.79;53
2018;03;19;22;00;100;0;8.41;54
2018;03;19;23;00;89;0;7.12;60
2018;03;20;0;00;68;1;5.14;64
2018;03;20;1;00;87;0;3.46;67
2018;03;20;2;00;100;1;2.57;74
2018;03;20;3;00;100;1;1.58;79
2018;03;20;4;00;100;0;1.06;82
2018;03;20;5;00;100;1;0.64;83
2018;03;20;6;00;100;0;0.09;85
2018;03;20;7;00;100;271,-0.41;88
2018;03;20;8;00;21;5647,-0.37;86
2018;03;20;9;00;9;7772;1.34;76
2018;03;20;10;00;5.4;4982;3.34;68
2018;03;20;11;00;3.9;4750;6.28;59
2018;03;20;12;00;0;3684;8.9;43
2018;03;20;13;00;0;4785;10.17;41
2018;03;20;14;00;10;9064;10.99;49
2018;03;20;15;00;0;5506;12.06;44
2018;03;20;16;00;0;7036;12.97;37
2018;03;20;17;00;64;280;13.15;35
2018;03;20;18;00;100;208;12.88;36
2018;03;20;19;00;100;566;11.97;40
2018;03;20;20;00;100;123;9.79;48
2018;03;20;21;00;100;436;7.66;56
2018;03;20;22;00;100;0;6.55;59
2018;03;20;23;00;100;0;5.11;64
2018;03;21;0;00;100;0;3.46;70
2018;03;21;1;00;69;0;2.45;75
2018;03;21;2;00;0;1;1.77;78
2018;03;21;3;00;0;1;1.3;78
2018;03;21;4;00;0;1;0.85;79
2018;03;21;5;00;21;0;0.74;76
2018;03;21;6;00;100;0;0.97;72
2018;03;21;7;00;100;608;0.94;73
2018;03;21;8;00;100;698;0.63;78
2018;03;21;9;00;2;7710;1.09;80
2018;03;21;10;00;0;9323;2.71;76
2018;03;21;11;00;10;8052;4.51;70
2018;03;21;12;00;20;8000;7.66;59
2018;03;21;13;00;2;5555;10.54;50
2018;03;21;14;00;0;7304;10.55;56
2018;03;21;15;00;0;5377;12.07;52
2018;03;21;16;00;0;3527;13.25;50
2018;03;21;17;00;0;8475;14.12;47
2018;03;21;18;00;0;6544;14.63;43
2018;03;21;19;00;0;9025;14.27;44
2018;03;21;20;00;0;3771;13.49;42
2018;03;21;21;00;0;9690;11.77;46
2018;03;21;22;00;0;0;9.47;55
2018;03;21;23;00;0;0;7.7;62
2018;03;22;0;00;0;1;6.91;63
2018;03;22;1;00;0;0;6.36;61
2018;03;22;2;00;4;1;5;66
2018;03;22;3;00;9;1;4.35;68
2018;03;22;4;00;3.6;1;4.04;68
2018;03;22;5;00;18;1;3.6;69
2018;03;22;6;00;35;1;3.12;71
2018;03;22;7;00;56;2261;2.14;76
2018;03;22;8;00;100;503;1.5;81
2018;03;22;9;00;100;282;3;78
2018;03;22;10;00;74;874;6.35;69
2018;03;22;11;00;42;1642;9.16;60
2018;03;22;12;00;72;402;11.34;56
2018;03;22;13;00;86;489;13.42;50
2018;03;22;14;00;68;600;15.09;49
2018;03;22;15;00;100;285;16.29;45
2018;03;22;16;00;100;331;17.05;42
2018;03;22;17;00;100;533;17.49;41
2018;03;22;18;00;100;127;17.45;40
2018;03;22;19;00;100;101;16.81;49
2018;03;22;20;00;100;368;16.2;43
2018;03;22;21;00;100;205;15.45;45
